ticker,n_total,n_2009,n_2010,n_2011,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,price_start,price_end,n_price_rows,max_gap_days,median_dollar_vol,liquidity_year,close_liquidity_mean,error,selection_news,tier,composite_score
CLF,4139,9,198,228,193,247,402,236,415,409,474,385,205,227,232,279,1973-02-21,2023-12-28,3773.0,5.0,86508405.5314064,2017.0,7.552988052368164,,883,STRONG,10.758805045373435
EPD,3608,1,16,21,112,224,284,250,334,445,441,221,192,200,396,471,1998-07-28,2023-12-28,3774.0,4.0,109602793.25370789,2017.0,26.690756938372,,886,STRONG,10.7494336825656
GWW,3160,1,60,132,336,223,166,298,278,239,582,277,112,45,167,244,1973-02-21,2023-12-28,3773.0,5.0,153590868.19000244,2017.0,202.42243063877302,,821,STRONG,10.745779727081697
BAX,4502,3,109,210,428,319,409,518,510,278,538,489,207,115,169,200,1981-10-27,2023-12-28,3773.0,5.0,140618007.16285706,2017.0,58.02641421010295,,816,STRONG,10.734929649584766
MOS,3939,24,168,286,205,225,139,267,398,233,606,454,201,118,385,230,1988-01-26,2023-12-28,3774.0,5.0,98485533.9603424,2017.0,24.989561780040482,,839,STRONG,10.734863837512837
PZZA,2783,3,29,67,103,79,138,220,378,326,551,415,222,61,71,120,1993-06-08,2023-12-28,3773.0,5.0,38883781.51550293,2017.0,74.41326703683313,,877,STRONG,10.726481830566362
USO,5431,5,357,895,110,263,455,331,583,464,396,227,398,345,327,275,2006-04-10,2023-12-28,3773.0,5.0,218455924.87335205,2017.0,84.01019904148056,,860,STRONG,10.722827749073835
PFE,1821,0,0,0,0,0,0,0,528,361,409,324,199,0,0,0,1972-06-01,2023-12-28,3773.0,5.0,618004375.8666992,2017.0,34.074462183918136,,770,STRONG,10.720177575647783
HSBC,3477,0,0,4,3,21,327,585,562,428,450,365,234,68,189,241,1999-07-16,2023-12-28,3773.0,5.0,66319866.99066162,2017.0,45.56450206255058,,878,STRONG,10.706524528273444
ALB,4175,1,40,104,65,91,88,236,268,333,484,488,287,231,725,734,1994-02-22,2023-12-28,3773.0,5.0,120526803.26080321,2017.0,115.21653382806664,,817,STRONG,10.70593611500525
DRI,3828,15,107,181,243,249,396,362,358,373,457,273,282,114,136,282,1995-05-09,2023-12-28,3773.0,5.0,118917353.58200073,2017.0,82.77784847548284,,830,STRONG,10.704046129968862
PLCE,2874,13,61,77,134,132,80,165,475,778,337,337,96,42,78,69,1997-09-19,2023-12-28,3773.0,5.0,48085000.0,2017.0,111.14541829629724,,1115,STRONG,10.688453342494817
RRC,3994,4,93,177,211,547,376,341,384,536,374,386,121,69,195,180,1980-06-19,2023-12-28,3773.0,5.0,123251375.0,2017.0,23.323306794185562,,910,STRONG,10.688083427823347
AIG,5163,8,55,335,520,612,528,551,512,467,363,205,323,153,218,313,1973-01-02,2023-12-28,3773.0,5.0,324621628.53279114,2017.0,62.52043825126739,,830,STRONG,10.673663506025411
BSX,5258,17,206,572,566,434,323,353,454,249,525,470,306,160,180,443,1992-05-19,2023-12-28,3773.0,5.0,152561995.69702148,2017.0,26.52207170919593,,774,STRONG,10.662720943904182
DKS,4053,7,87,145,200,222,260,240,421,381,441,555,241,147,327,379,2002-10-16,2023-12-28,3773.0,5.0,90467131.75849913,2017.0,38.7406374410804,,822,STRONG,10.655318350644828
TAP,3988,2,54,163,350,259,235,387,364,269,507,578,290,132,116,282,1975-06-12,2023-12-28,3773.0,5.0,120624098.44360352,2017.0,89.75318705038245,,776,STRONG,10.645979243158516
FSLR,5426,0,26,362,501,509,395,539,621,660,335,204,238,175,308,553,2006-11-17,2023-12-28,3773.0,5.0,80949579.69818115,2017.0,42.99023901038911,,995,STRONG,10.645630999524258
BTI,2171,0,17,30,46,33,44,87,186,327,453,552,142,87,61,106,1980-04-14,2023-12-28,3773.0,5.0,139313220.6390381,2017.0,65.27904398032868,,780,STRONG,10.643402468702902
IBB,3044,6,40,27,46,64,113,229,321,449,364,378,290,204,260,253,2001-02-12,2023-12-28,3773.0,5.0,275305560.70861816,2017.0,102.02349288150134,,813,STRONG,10.642484141664466
PRU,3891,10,148,136,269,247,219,317,337,365,414,387,363,173,230,276,2001-12-13,2023-12-28,3773.0,5.0,192083302.53982544,2017.0,108.3110756741102,,779,STRONG,10.636293109742354
AGG,2800,7,43,67,62,53,63,293,593,376,398,404,223,50,56,112,2003-09-29,2023-12-28,3773.0,5.0,251916097.29995728,2017.0,109.15430298459482,,774,STRONG,10.635335194526498
MSI,3071,0,0,170,189,202,176,340,256,257,527,367,190,72,82,243,1970-01-02,2023-12-28,3773.0,5.0,79195996.5171814,2017.0,86.31756977826001,,784,STRONG,10.625316721741427
ASML,3520,5,97,108,178,215,129,213,157,275,492,312,212,215,338,574,1995-03-15,2023-12-28,3773.0,5.0,104468765.25115967,2017.0,146.3398405888166,,767,STRONG,10.614506899236133
OLED,2135,0,0,0,0,53,83,198,232,365,436,401,133,72,77,85,1996-04-11,2023-12-28,3773.0,5.0,78644358.97521973,2017.0,114.58617547023819,,801,STRONG,10.610383377172127
SYY,3608,9,53,127,145,207,174,445,443,310,448,413,277,81,302,174,1973-05-08,2023-12-28,3773.0,5.0,137880909.60998538,2017.0,53.774900519990354,,758,STRONG,10.604820171795147
NVO,3172,6,37,28,78,195,114,190,220,287,491,477,154,67,144,684,1981-04-30,2023-12-28,3773.0,5.0,74408272.22061156,2017.0,42.836772903503174,,778,STRONG,10.604283200605096
EXPE,3291,0,10,54,57,100,135,268,416,428,363,323,447,233,205,252,2005-07-21,2023-12-28,3773.0,5.0,238452886.86218262,2017.0,135.14183248086755,,791,STRONG,10.603362844030089
KIM,2469,2,65,69,153,138,123,203,161,249,525,334,133,69,112,133,1991-11-22,2023-12-28,3773.0,5.0,76831706.75907134,2017.0,20.480039870121566,,774,STRONG,10.603139767833493
CLX,4409,14,110,371,291,278,259,355,388,288,471,391,509,165,185,334,1973-02-21,2023-12-28,3773.0,5.0,97345575.0,2017.0,133.74211147961864,,759,STRONG,10.587855572591597
MRVL,4118,25,162,148,176,181,173,399,389,404,398,551,262,180,243,427,2000-06-30,2023-12-28,3773.0,5.0,96143530.94100952,2017.0,17.160159422581888,,802,STRONG,10.587488964016298
DB,4430,38,293,319,257,248,263,315,687,348,434,448,249,113,182,236,1996-11-18,2023-12-28,3773.0,5.0,81394301.64718628,2017.0,18.033107514400406,,782,STRONG,10.585000792455677
PVH,3620,3,89,201,418,271,230,243,290,357,419,421,197,82,140,259,1980-03-17,2023-12-28,3773.0,5.0,95013663.21105956,2017.0,112.2521515500498,,776,STRONG,10.576078416968157
LEN,3694,8,172,132,126,262,419,677,301,270,477,499,157,11,14,169,1980-03-17,2023-12-28,3773.0,5.0,104673053.56903076,2017.0,51.99179878082883,,747,STRONG,10.57463712168831
KEY,4591,0,46,232,273,265,204,343,358,342,403,361,1142,90,134,398,1987-11-05,2023-12-28,3773.0,5.0,184336337.3550415,2017.0,18.33637451080687,,745,STRONG,10.573402292361404
ORLY,3492,4,37,118,275,214,260,528,334,344,389,350,166,73,162,238,1993-04-23,2023-12-28,3773.0,5.0,252174716.44592285,2017.0,234.14884444156965,,733,STRONG,10.5682592558723
ICE,3842,3,100,297,292,229,235,267,344,321,418,355,350,179,214,238,2005-11-16,2023-12-28,3773.0,5.0,151785581.13021848,2017.0,63.61537830003229,,739,STRONG,10.561392796238113
AFL,3420,7,87,133,249,290,171,316,355,265,461,377,195,73,171,270,1980-03-17,2023-12-28,3773.0,5.0,125956329.91790771,2017.0,39.00193233414,,726,STRONG,10.547357045030903
EXEL,2178,0,2,10,3,12,52,194,331,323,435,294,172,80,116,154,2000-04-17,2023-12-28,3773.0,5.0,77549766.50161743,2017.0,23.691235048362458,,758,STRONG,10.54593010014782
GDX,3742,55,363,359,165,301,309,330,571,493,279,165,118,68,67,99,2006-05-22,2023-12-28,3773.0,5.0,1047705342.4346924,2017.0,22.963027847715583,,772,STRONG,10.540105193455364
CTSH,3418,8,70,135,310,229,252,410,379,391,357,327,211,88,119,132,1998-06-19,2023-12-28,3773.0,5.0,232875567.48199463,2017.0,66.11840621218738,,748,STRONG,10.53958869153884
CNI,3137,1,39,116,192,211,168,357,363,375,401,438,164,81,107,124,1996-11-26,2023-12-28,3773.0,5.0,73395063.69247437,2017.0,77.22677280988351,,776,STRONG,10.534380030653557
NDAQ,4255,14,113,370,433,437,175,253,272,376,408,385,354,198,205,262,2002-07-01,2023-12-28,3773.0,5.0,58276979.052734375,2017.0,72.22258940920887,,784,STRONG,10.532937155933647
GIS,4067,25,153,232,207,252,290,241,371,340,386,313,231,143,416,467,1980-03-17,2023-12-28,3773.0,5.0,187557776.63383484,2017.0,56.75780860931275,,726,STRONG,10.528992946839585
WHR,3339,7,153,196,273,203,214,328,302,296,425,374,144,89,174,161,1973-02-21,2023-12-28,3773.0,5.0,124076264.27612305,2017.0,177.186294920416,,721,STRONG,10.520043157498545
PH,2641,2,46,119,131,135,115,171,296,412,353,293,159,68,105,236,1980-03-17,2023-12-28,3773.0,5.0,146705325.89263916,2017.0,165.14501995679393,,765,STRONG,10.514309885707826
MTB,3169,6,129,135,279,153,164,297,217,279,439,350,181,80,215,245,1980-03-17,2023-12-28,3773.0,5.0,108087807.15179443,2017.0,160.6601594719754,,718,STRONG,10.510924869719878
OKE,2997,1,15,78,117,99,98,249,271,275,433,452,339,100,190,280,1980-10-01,2023-12-28,3773.0,5.0,134979928.04031372,2017.0,53.533346624488374,,708,STRONG,10.509298805414375
EFA,2466,14,68,98,226,161,77,166,403,336,322,275,217,16,43,44,2001-08-27,2023-12-28,3773.0,5.0,1121089491.4245605,2017.0,65.4043425905752,,658,STRONG,10.49762184474131
EMR,2833,4,54,88,126,100,137,153,246,206,476,460,187,102,215,279,1972-06-01,2023-12-28,3773.0,5.0,189775896.11434937,2017.0,61.033147500330706,,682,STRONG,10.48952409768586
BIG,3377,13,105,213,323,202,283,277,345,424,377,309,236,81,94,95,1985-06-20,2023-12-28,3773.0,5.0,43667570.79315185,2017.0,50.649521877091246,,801,STRONG,10.488970586680065
BEN,3830,3,93,185,251,289,304,444,421,394,367,397,215,98,188,181,1983-09-23,2023-12-28,3773.0,5.0,87273931.59675598,2017.0,42.842868516169695,,761,STRONG,10.485702728800842
KRE,2424,11,105,44,44,62,91,226,294,332,354,367,133,54,100,207,2006-06-22,2023-12-28,3773.0,5.0,338711395.8732605,2017.0,55.23099604450849,,686,STRONG,10.48215499619292
NOK,5678,37,334,438,712,749,436,469,390,406,369,336,346,279,187,190,1994-07-01,2023-12-28,3773.0,5.0,65649695.208740234,2017.0,5.602031878741139,,775,STRONG,10.481356141186573
ZUMZ,3601,2,95,187,355,240,448,376,306,458,420,454,134,26,65,35,2005-05-06,2023-12-28,3773.0,5.0,6773040.252685547,2017.0,16.88868528343292,,878,STRONG,10.473314670044386
CPB,3548,11,149,147,155,199,180,290,272,266,436,444,339,129,255,276,1973-02-21,2023-12-28,3773.0,5.0,90176028.53775024,2017.0,53.79741036464494,,702,STRONG,10.464575745202355
FAST,3116,0,14,57,276,162,206,254,291,279,417,557,158,69,155,221,1987-08-20,2023-12-28,3773.0,5.0,107556880.56335448,2017.0,23.451892419640288,,696,STRONG,10.45920387371631
GIII,3009,5,40,90,86,181,240,402,215,330,447,322,156,55,217,223,1989-12-14,2023-12-28,3773.0,5.0,17032322.897720337,2017.0,26.079003922967797,,777,STRONG,10.452107196470743
XLV,2221,11,45,173,75,41,13,139,326,342,322,533,179,0,0,22,1998-12-22,2023-12-28,3773.0,5.0,525688089.72473145,2017.0,77.97964137103928,,664,STRONG,10.440663174309208
UNFI,2567,6,21,49,171,140,151,264,244,219,522,252,165,64,184,115,1996-11-01,2023-12-28,3773.0,5.0,25950912.33444214,2017.0,41.506772865812145,,741,STRONG,10.439225763356989
NEM,4711,21,220,219,190,270,239,270,375,250,413,826,527,191,257,443,1980-03-17,2023-12-28,3774.0,5.0,170148268.9064026,2017.0,35.427131424862075,,663,STRONG,10.434757950377048
CNQ,2656,3,37,63,108,84,151,231,169,444,333,288,227,131,233,154,2000-07-31,2023-12-28,3773.0,5.0,71196738.2774353,2017.0,31.802430323870535,,777,STRONG,10.430670153628318
NKTR,2101,1,27,59,65,95,107,148,131,200,541,442,131,51,56,47,1994-05-03,2023-12-28,3773.0,5.0,24970000.0,2017.0,23.668924403855524,,741,STRONG,10.426402163939454
PEG,2634,2,53,118,195,154,248,216,224,219,450,264,155,63,98,175,1980-01-02,2023-12-28,3773.0,5.0,121670693.64624023,2017.0,46.01589642102975,,669,STRONG,10.425318309474548
CCI,3208,3,73,101,230,154,181,203,265,325,353,442,243,134,213,288,1998-08-18,2023-12-28,3773.0,5.0,198864794.13452148,2017.0,99.51055771421152,,678,STRONG,10.422457184809609
PSA,3575,2,70,76,173,140,267,456,669,248,410,339,167,87,238,233,1980-11-18,2023-12-28,3773.0,5.0,162088358.85620117,2017.0,213.6164541054532,,658,STRONG,10.419270027738932
FOSL,2551,1,65,107,171,145,150,330,387,341,419,294,73,32,20,16,1993-04-08,2023-12-28,3773.0,5.0,20216779.108428955,2017.0,12.928446211187962,,760,STRONG,10.4188024729988
HA,3017,2,29,45,65,84,189,567,489,346,390,359,242,53,63,94,1995-06-21,2023-12-28,3773.0,5.0,39749401.32141113,2017.0,45.697649404822116,,736,STRONG,10.413236068357214
TD,3140,10,88,78,139,143,149,240,331,307,395,323,229,185,224,299,1996-08-30,2023-12-28,3773.0,5.0,67190762.1459961,2017.0,52.24470123351808,,702,STRONG,10.41192601620679
SU,3682,11,72,155,113,125,110,451,459,317,375,330,335,222,343,264,1980-03-17,2023-12-28,3773.0,5.0,98398907.96203612,2017.0,32.227290780420795,,692,STRONG,10.409212890505493
ETN,3035,10,133,143,179,107,133,256,271,218,433,355,191,81,170,355,1972-06-01,2023-12-28,3773.0,5.0,160147889.6522522,2017.0,75.12733046087136,,651,STRONG,10.408484643033638
DFS,4752,23,208,396,598,425,412,391,365,302,368,416,309,119,163,257,2007-06-14,2023-12-28,3773.0,5.0,156354100.0,2017.0,65.37466125184321,,670,STRONG,10.40648490160084
THC,2636,5,107,128,116,141,157,202,172,308,402,397,170,47,122,162,1980-03-17,2023-12-28,3773.0,5.0,47157887.603759766,2017.0,16.748486047721954,,710,STRONG,10.400318068999175
MNST,4028,0,0,0,415,205,423,725,418,274,398,467,219,90,133,261,1985-12-09,2023-12-28,3773.0,5.0,94587520.0832367,2017.0,51.694940194665676,,672,STRONG,10.392513733560538
ACN,4387,32,147,192,257,266,249,270,317,353,322,448,408,277,369,480,2001-07-19,2023-12-28,3773.0,5.0,251467649.28588867,2017.0,129.1477690009007,,675,STRONG,10.392397204196508
WEN,4078,6,123,220,273,358,311,420,555,310,402,410,251,118,151,170,1980-05-06,2023-12-28,3773.0,5.0,36653071.632671356,2017.0,14.828685266563141,,712,STRONG,10.381655093161726
JNJ,2928,0,0,149,294,273,331,287,316,301,314,432,231,0,0,0,1962-01-02,2023-12-28,3773.0,5.0,704658257.23114,2017.0,129.76051786506318,,615,MEDIUM,10.377381856590123
DDS,2697,8,73,192,229,152,190,198,187,275,425,275,90,67,230,106,1980-03-17,2023-12-28,3773.0,5.0,36404521.70753479,2017.0,56.16876495786872,,700,STRONG,10.37687084503726
PNC,3238,13,170,127,170,154,173,233,249,400,295,194,266,125,228,441,1975-11-17,2023-12-28,3773.0,5.0,259207049.10888672,2017.0,127.42462139965528,,695,STRONG,10.370069529567878
JNK,2167,3,37,44,107,58,29,341,380,188,423,458,99,0,0,0,2007-12-04,2023-12-28,3773.0,5.0,311412281.1218261,2017.0,110.93151381291241,,611,MEDIUM,10.369274109917685
EQT,2835,3,28,91,134,100,151,166,184,304,352,448,185,119,306,264,1980-03-17,2023-12-28,3773.0,5.0,154534093.41773987,2017.0,32.95284843444824,,656,STRONG,10.364428806972674
CNP,2348,0,27,101,105,105,108,161,231,294,379,290,190,91,112,154,1970-01-02,2023-12-28,3773.0,5.0,75355134.59701538,2017.0,28.17410358109797,,673,STRONG,10.359081500869912
TSCO,3874,1,59,120,329,171,181,188,298,263,381,303,372,384,421,403,1994-02-17,2023-12-28,3773.0,5.0,121561633.36334229,2017.0,63.27422325164673,,644,STRONG,10.35035446554904
ED,3637,11,65,146,239,125,297,490,533,248,393,348,212,103,175,252,1962-01-02,2023-12-28,3773.0,5.0,117706369.36340332,2017.0,81.2002789622759,,641,STRONG,10.349237350361566
ALL,3148,10,131,155,178,148,141,364,262,277,359,362,245,132,186,198,1993-06-03,2023-12-28,3773.0,5.0,145778685.9375,2017.0,88.25585657856854,,636,STRONG,10.332653394523426
BK,3306,18,99,161,129,152,176,214,214,192,417,440,313,172,260,349,1973-05-03,2023-12-28,3773.0,5.0,207734277.1911621,2017.0,50.098247041740265,,609,MEDIUM,10.330328159617629
EFX,2822,3,17,53,131,100,178,217,170,444,294,484,197,70,212,252,1980-03-17,2023-12-28,3773.0,5.0,86569314.74304199,2017.0,127.27685242915058,,738,STRONG,10.32348529337992
PRGO,3510,4,53,135,264,301,231,614,456,281,364,310,163,99,108,127,1991-12-17,2023-12-28,3773.0,5.0,102443873.38256836,2017.0,77.86490050540027,,645,STRONG,10.322948087190587
WSM,3567,9,110,144,268,224,373,368,355,306,359,356,180,106,252,157,1983-07-07,2023-12-28,3773.0,5.0,71398697.65319826,2017.0,49.31346606068402,,665,STRONG,10.320265963265129
E,3032,80,73,161,250,210,164,301,289,243,493,268,96,38,188,178,1995-11-28,2023-12-28,3773.0,5.0,6926766.102218628,2017.0,31.98330684677063,,736,STRONG,10.31922573442611
AEE,2370,1,38,85,173,157,152,175,158,175,473,254,137,60,140,192,1998-01-02,2023-12-28,3773.0,5.0,72460503.30505371,2017.0,57.086374472811876,,648,STRONG,10.31846958847113
CMI,2925,2,86,140,171,102,121,153,207,358,304,544,206,114,198,219,1973-02-21,2023-12-28,3773.0,5.0,190104700.91552734,2017.0,159.05099663601453,,662,STRONG,10.317771542100948
VIS,1593,0,10,8,12,44,50,101,158,140,619,285,25,12,65,64,2004-09-29,2023-12-28,3773.0,5.0,11631101.885986328,2017.0,129.0192824891839,,759,STRONG,10.317223595242442
GRMN,3320,14,86,109,203,155,305,425,383,316,363,340,196,102,156,167,2000-12-08,2023-12-28,3773.0,5.0,49020151.74865723,2017.0,53.020996108948,,679,STRONG,10.314679684842732
TIP,2046,10,93,60,50,32,37,187,310,278,360,368,113,50,55,43,2003-12-05,2023-12-28,3773.0,5.0,107816643.42346191,2017.0,113.94629468575891,,638,STRONG,10.311021010669817
CP,3566,5,33,130,338,228,263,437,505,278,365,361,177,209,125,112,1983-12-30,2023-12-28,3773.0,5.0,89262715.06958008,2017.0,159.24621527318462,,643,STRONG,10.308373242806685
IBM,1099,0,0,0,0,0,0,0,106,284,306,222,174,0,0,7,1962-01-02,2023-12-28,3773.0,5.0,579022803.4469604,2017.0,157.65800810430153,,590,MEDIUM,10.30563147126707
HP,3687,14,98,200,249,181,560,356,334,294,351,400,209,72,209,160,1980-10-15,2023-12-28,3773.0,5.0,97864415.73410034,2017.0,58.78940253998654,,645,STRONG,10.30524381529597
PAA,3122,4,50,135,295,211,125,359,324,294,366,419,217,69,127,127,1998-11-18,2023-12-28,3773.0,5.0,60334239.73751068,2017.0,25.679402469163872,,660,STRONG,10.304962295149554
DOV,2768,2,32,108,155,195,168,274,236,208,417,481,182,58,129,123,1980-03-17,2023-12-28,3773.0,5.0,90391934.94415283,2017.0,68.97862517216291,,625,MEDIUM,10.297874495121032
MYGN,2815,10,60,88,165,315,411,220,205,311,384,385,145,21,36,59,1995-10-06,2023-12-28,3773.0,5.0,22059840.876579285,2017.0,25.331832555185752,,695,STRONG,10.293465403279608
CSIQ,4162,10,120,154,170,319,495,606,439,418,342,461,164,102,164,198,2006-11-09,2023-12-28,3773.0,5.0,15260959.817504883,2017.0,14.980956168763665,,760,STRONG,10.29338227689583
XLB,2733,8,82,232,173,158,116,234,342,259,343,375,94,69,128,120,1998-12-22,2023-12-28,3773.0,5.0,215168490.75889587,2017.0,54.75103583468859,,602,MEDIUM,10.287538207607676
SWK,2774,8,54,122,195,172,102,175,218,279,346,371,203,110,190,229,1980-03-17,2023-12-28,3773.0,5.0,123029518.79882812,2017.0,142.58051871493518,,625,MEDIUM,10.284721446605332
SWN,3107,12,83,120,251,150,155,338,494,301,336,332,137,74,168,156,1980-03-17,2023-12-28,3773.0,5.0,109174782.67335892,2017.0,6.753705174799459,,637,STRONG,10.282920906254684
DDD,3172,0,2,25,89,288,540,417,444,336,354,203,146,161,83,84,1988-03-10,2023-12-28,3773.0,5.0,31037802.93045044,2017.0,14.885737084772483,,690,STRONG,10.280537448915267
HBI,3061,5,26,105,151,345,483,301,245,315,330,254,184,102,103,112,2006-09-06,2023-12-28,3773.0,5.0,96103095.35064699,2017.0,22.032549793501776,,645,STRONG,10.276536957356791
DK,1895,0,6,41,74,84,79,117,152,286,386,231,124,26,158,131,2006-05-04,2023-12-28,3773.0,5.0,24643314.751052856,2017.0,25.75075700463527,,672,STRONG,10.266505625709275
EWZ,2354,27,163,288,301,194,144,96,112,105,478,286,71,31,36,22,2000-07-14,2023-12-28,3773.0,5.0,614030676.3446808,2017.0,38.22772900706743,,583,MEDIUM,10.261058158185223
DECK,3412,5,134,216,369,280,280,247,200,305,357,345,157,63,88,366,1993-10-15,2023-12-28,3773.0,5.0,34719770.27511597,2017.0,63.652350573900684,,662,STRONG,10.250440905973981
UPS,3828,1,24,27,103,120,158,215,240,297,302,221,493,387,561,679,1999-11-10,2023-12-28,3773.0,5.0,268333040.48538205,2017.0,111.8507968249074,,599,MEDIUM,10.248014379097437
BMRN,3227,7,38,76,190,197,205,574,483,320,316,325,191,69,98,138,1999-07-26,2023-12-28,3773.0,5.0,95517721.60339355,2017.0,88.81430260403698,,636,STRONG,10.240639126367533
DTE,2586,3,19,106,127,198,166,317,286,232,371,289,135,57,151,129,1962-01-02,2023-12-28,3773.0,5.0,87876514.9230957,2017.0,106.65462144342551,,603,MEDIUM,10.233187646054619
DXJ,2333,2,20,12,43,295,111,383,596,221,362,154,14,8,48,64,2006-06-16,2023-12-28,3773.0,5.0,140492743.66149902,2017.0,53.07745010254393,,583,MEDIUM,10.225272303972126
LLY,3545,23,149,232,189,151,183,249,251,235,325,1065,486,0,0,7,1972-06-01,2023-12-28,3773.0,5.0,270110878.96728516,2017.0,82.20398386921066,,560,MEDIUM,10.205121699110425
EPR,2051,1,8,23,29,33,52,177,305,232,397,287,140,53,171,143,1997-11-18,2023-12-28,3773.0,5.0,28974550.0,2017.0,71.36294836827008,,629,MEDIUM,10.20437457201057
CIEN,3240,27,142,221,287,226,195,275,270,258,353,482,160,89,120,135,1997-02-07,2023-12-28,3773.0,5.0,58137750.0,2017.0,23.398884465494955,,611,MEDIUM,10.200602587992982
UNP,2760,1,20,21,60,94,150,194,205,304,274,187,201,206,399,444,1980-01-02,2023-12-28,3773.0,5.0,357279407.3188782,2017.0,110.90470117211817,,578,MEDIUM,10.187528583028001
NVR,2285,3,44,28,120,196,198,140,97,352,293,306,118,60,140,190,1985-07-22,2023-12-28,3773.0,5.0,61709625.634765625,2017.0,2523.185931566702,,645,STRONG,10.174884378154974
ICF,1526,6,33,23,27,35,54,186,218,215,417,272,17,3,8,12,2001-02-02,2023-12-28,3773.0,5.0,15966848.433685305,2017.0,101.06111537127856,,632,STRONG,10.163764476915388
HPQ,4600,7,151,182,459,434,390,331,312,291,287,489,349,166,381,371,1962-01-02,2023-12-28,3773.0,5.0,185426755.01193997,2017.0,18.72015935586268,,578,MEDIUM,10.154971860905702
WPC,2479,2,5,18,43,53,186,266,306,189,433,345,147,98,186,202,1998-01-21,2023-12-28,3773.0,5.0,18906780.59387207,2017.0,66.08318725525146,,622,MEDIUM,10.151880087061784
AZO,2253,9,101,96,113,108,238,278,232,212,321,426,112,0,0,7,1991-04-02,2023-12-28,3773.0,5.0,246009626.8798828,2017.0,640.4347815038674,,533,MEDIUM,10.13338804885964
VSH,1434,3,25,42,51,24,35,52,66,246,371,172,60,37,180,70,1980-03-17,2023-12-28,3773.0,5.0,19771829.140472412,2017.0,17.930876492504105,,617,MEDIUM,10.13279739235141
UBS,3477,37,261,279,160,211,143,229,378,265,344,406,177,98,187,302,2000-05-16,2023-12-28,3773.0,5.0,30481680.809020996,2017.0,16.71119520103789,,609,MEDIUM,10.132100353627354
AES,2625,5,54,144,242,220,141,178,182,231,349,303,197,79,139,161,1991-06-26,2023-12-28,3773.0,5.0,54872400.94232559,2017.0,11.220358567408832,,580,MEDIUM,10.129172632950658
NTRS,2113,4,93,121,139,114,96,213,131,202,356,250,133,49,97,115,1980-03-17,2023-12-28,3773.0,5.0,93382606.7779541,2017.0,90.63410360024744,,558,MEDIUM,10.128391969921738
ROST,2011,0,16,22,83,104,78,117,173,304,276,82,98,98,221,339,1985-08-08,2023-12-28,3773.0,5.0,162136050.9613037,2017.0,64.1682071913761,,580,MEDIUM,10.126149312689366
AME,1955,0,26,47,87,105,134,139,113,183,382,294,131,58,96,160,1984-07-19,2023-12-28,3773.0,5.0,69647844.49577332,2017.0,61.17310760315671,,565,MEDIUM,10.124084404016312
OPK,2428,0,2,47,98,128,223,354,314,208,390,272,224,49,63,56,1995-11-02,2023-12-28,3773.0,5.0,25416226.929283142,2017.0,6.8778087779345265,,598,MEDIUM,10.12089690185642
ROP,2193,0,17,71,109,102,115,152,138,187,363,427,137,57,154,164,1992-02-13,2023-12-28,3773.0,5.0,89112702.26135255,2017.0,228.47820716645137,,550,MEDIUM,10.10536277174198
VDE,1777,0,9,4,28,51,52,252,310,190,405,161,47,24,130,114,2004-09-29,2023-12-28,3773.0,5.0,22917363.616943356,2017.0,93.7166135263633,,595,MEDIUM,10.104522804726798
BWA,2412,0,12,123,163,112,141,208,183,212,347,288,195,91,178,159,1993-08-13,2023-12-28,3773.0,5.0,72147612.62741089,2017.0,45.38629484746561,,559,MEDIUM,10.104492955592026
TEX,2379,13,56,72,147,141,170,195,303,308,295,217,91,42,98,231,1980-03-19,2023-12-28,3773.0,5.0,47758142.77343751,2017.0,37.73816728021994,,603,MEDIUM,10.09283957867973
K,1866,103,80,143,99,86,101,85,124,162,363,375,138,0,0,7,1973-02-21,2023-12-28,3773.0,5.0,155792017.3095703,2017.0,69.10541829264972,,525,MEDIUM,10.082538008223192
FLR,2816,10,135,223,234,190,207,173,198,193,362,291,208,56,127,209,2000-12-01,2023-12-28,3773.0,5.0,57904176.09214783,2017.0,47.574820773060104,,555,MEDIUM,10.080873891095967
ABT,4055,2,20,61,148,119,122,122,256,340,236,307,543,432,598,749,1980-03-17,2023-12-28,3773.0,5.0,291433500.0,2017.0,48.543625561839555,,576,MEDIUM,10.076909274184016
TTWO,2387,0,9,17,44,61,92,78,116,263,290,248,227,262,361,319,1997-04-15,2023-12-28,3773.0,5.0,118351001.73950195,2017.0,80.860159323035,,553,MEDIUM,10.075932206386682
LNG,2551,2,22,69,134,21,238,163,131,211,326,157,75,200,366,436,1994-04-04,2023-12-28,3773.0,5.0,83768296.98181151,2017.0,46.56270906364775,,537,MEDIUM,10.052869245489294
ROK,2243,4,31,79,113,106,91,227,168,259,285,361,169,67,101,182,1981-12-31,2023-12-28,3773.0,5.0,120192479.70581055,2017.0,166.11848656399792,,544,MEDIUM,10.052308085377696
ALKS,2727,1,60,79,76,209,348,179,166,156,401,374,115,67,358,138,1991-07-16,2023-12-28,3773.0,5.0,42129828.89099121,2017.0,54.820159440971466,,557,MEDIUM,10.049492930344515
OC,2235,3,69,64,116,117,92,201,154,356,257,241,107,51,155,252,2006-11-01,2023-12-28,3773.0,5.0,60423271.33331299,2017.0,68.60199187381335,,613,MEDIUM,10.04806832269186
